character,x,y,meaning,pinying
蛋,-21.19633841,59.52346185,egg,dan4
蛛,25.85886648,-22.94320007,see 蜘蛛[zhi1 zhu1],zhu1
蛮,-86.27152465,-5.666882783,barbarian,man2
蜂,19.57516162,-18.59521633,old variant of 蜂[feng1],feng1
蜜,-68.5617234,48.59650698,honey,mi4
蜡,-10.69238691,-78.71543937,candle,la4
蝶,-26.77852901,-60.88937909,butterfly,die2
融,-14.71139935,48.12834348,old variant of 融[rong2],rong2
蠢,-41.68565877,75.43890929,stupid,chun3
血,-12.76587717,-14.8415193,blood,xue4
行,20.72486516,-10.75481884,to walk,xing2
衔,-75.26533404,-48.89521424,bit (of a bridle),xian2
街,-75.87661949,-48.54985723,street,jie1
衡,-16.92822722,-6.564155359,to weigh,heng2
衣,-6.757019556,17.95976787,to dress,yi4
补,32.60330972,-44.13969258,to repair,bu3
表,-80.92563145,-16.23371478,wrist or pocket watch,biao3
衫,30.16399726,-44.3572535,garment,shan1
衬,15.88842398,-49.71306718,(of garments) against the skin,chen4
衰,-61.3823751,54.53828987,to decline,shuai1
衷,-80.98631852,-16.20746666,inner feelings,zhong1
袁,-64.44545573,34.7554778,long robe (old),yuan2
袋,-19.46003817,21.65336263,pouch,dai4
袍,25.28294446,-57.39489281,gown (lined),pao2
袖,78.01202728,-46.63573747,sleeve,xiu4
被,18.83470275,-70.82058409,quilt,bei4
袭,-32.10045991,-12.48713011,to attack,xi2
裁,-46.79648764,7.824818241,to cut out (as a dress),cai2
裂,-16.68721381,52.27499318,to split,lie4
装,-34.87630697,-11.01242029,adornment,zhuang1
裔,-56.46351326,57.6790642,descendants,yi4
裕,8.011457272,-65.64144039,abundant,yu4
裙,48.25823262,-74.08831624,old variant of 裙[qun2],qun2
裤,-60.94328901,4.75695342,underpants,ku4
裸,42.7186896,-46.63118681,variant of 裸[luo3],luo3
裹,-43.23807561,62.25104881,to bind,guo3
襄,-42.26715459,62.3649122,to help,xiang1
襟,-26.85019188,-58.1009348,lapel,jin1
西,63.89684052,11.51344779,west,xi1
要,-23.89646307,51.54268914,important,yao4
覆,-28.22167809,81.84495612,to cover,fu4
见,47.12257253,0.682169817,to appear,xian4
观,60.45832921,-46.62981035,Taoist monastery,guan4
规,60.63393545,-46.52419334,compass,gui1
觅,40.48501609,-6.346612692,old variant of 覓|觅[mi4],mi4
视,59.41515175,-47.60341071,to look at,shi4
览,-79.18934181,-27.91677231,to look at,lan3
觉,8.332053004,-2.009773932,to feel,jue2
角,-57.89496624,-30.1217167,role (theater),jue2
解,59.18663167,53.37635873,acrobatic display (esp. on horseback) (old),xie4
触,67.11359774,65.85578666,to touch,chu4
言,-91.42179368,-17.99083581,words,yan2
誉,-54.874867,63.94243321,to praise,yu4
誓,-38.04943427,60.68935173,oath,shi4
警,-42.7856154,79.62238303,to alert,jing3
譬,-53.77510978,62.97038319,to give an example,pi4
计,-3.826263034,-28.36881207,to calculate,ji4
订,-1.773702749,-45.35571526,to agree,ding4
认,8.318829707,-36.34162635,to recognize,ren4
讥,2.670068935,-47.6545987,to ridicule,ji1
讨,12.4413348,-49.87826618,to invite,tao3
让,1.146826016,-40.17223324,to yield,rang4
训,5.086638033,-22.10366063,to teach,xun4
议,-6.963570469,-41.19076904,to comment on,yi4
讯,51.05200337,-5.099020721,to question,xun4
记,-2.577634704,-47.87322831,to record,ji4
讲,0.43802387,-57.44518586,to speak,jiang3
讳,-40.59139449,-29.76187564,to avoid mentioning,hui4
讶,51.60059199,-8.78951489,astounded,ya4
许,-3.768983935,-36.75330892,to allow,xu3
论,-1.577127774,-41.87856498,opinion,lun4
讼,-3.466461926,-41.27434855,litigation,song4
讽,56.59151963,-11.56896794,to satirize,feng3
设,-7.299398354,-38.74136684,to set up,she4
访,10.15795648,-48.36145703,to visit,fang3
证,57.71286586,-36.57490898,certificate,zheng4
评,52.46720198,-26.0335351,to discuss,ping2
识,56.79876475,-12.47950131,to record,zhi4
诈,-0.611807316,-35.59004739,to cheat,zha4
诉,0.184019537,-44.87573964,to complain,su4
诊,-2.555298032,-40.74069274,to examine or treat medically,zhen3
词,76.80792539,30.89770601,word,ci2
译,54.94828658,-19.54127609,to translate,yi4
试,8.400801667,-47.6211636,to test,shi4
诗,-18.47480196,-45.6057256,poem,shi1
诚,-18.61569997,32.96812066,honest,cheng2
话,63.28614829,3.251855905,old variant of 話|话[hua4],hua4
诞,1.540610877,-46.29524449,birth,dan4
询,-22.32097244,-72.41254617,to ask about,xun2
该,-8.813635898,-41.40029945,should,gai1
详,0.231304187,-30.72725147,detailed,xiang2
语,-16.22200732,-39.040307,to tell to,yu4
误,59.59571832,-13.77043292,mistake,wu4
诱,9.082019078,-48.13279794,to entice,you4
说,0.236603828,-62.3988309,to speak,shuo1
诵,67.6243949,-21.61435746,to read aloud,song4
请,-51.62180603,-48.55331865,to ask,qing3
诸,-30.39479043,-48.33686373,all,zhu1
诺,-22.94897029,-43.17885382,to consent,nuo4
读,-9.434112878,-41.77386325,to read,du2
课,10.97311684,-55.98586805,subject,ke4
谁,4.809282986,-86.97108414,who,shei2
调,7.559652559,-55.48260692,to harmonize,tiao2
谅,-56.23916773,-39.09172975,to show understanding,liang4
谈,-7.903598449,-40.34731514,to speak,tan2
谊,-53.85920036,-31.84325777,friendship,yi4
谋,-85.662032,-24.74896629,to plan,mou2
谎,-47.79772007,-42.43871392,lies,huang3
谐,-27.87986833,-46.6659402,harmonious,xie2
谓,-70.37523835,62.06104526,to speak,wei4
谜,0.450571389,-44.93383076,riddle,mi2
谢,-19.47358665,-54.69274732,to thank,xie4
谣,-16.88523493,-38.0383283,popular ballad,yao2
谦,-92.02442766,17.65578583,modest,qian1
谨,-51.12706776,-47.6932887,cautious,jin3
谬,58.80148029,-14.07295539,to deceive,miu4
谭,-31.78766286,68.22205157,variant of 談|谈[tan2],tan2
谱,-27.02465967,-46.99760149,chart,pu3
谴,-18.6128977,86.76886165,to censure,qian3
谷,7.511324238,-63.07107646,valley,gu3
豆,60.80783536,17.86179739,bean,dou4
象,-69.71560395,20.39652868,elephant,xiang4
豪,-42.54950368,62.95439463,grand,hao2
豫,-47.09444587,-54.06031398,happy,yu4
貌,-1.320445952,76.87674998,appearance,mao4
贝,47.34263388,1.289546018,cowrie,bei4
贞,-45.13354726,21.35336165,chaste,zhen1
负,-45.18750888,21.54767913,to bear,fu4
贡,49.58406049,3.267120569,to offer tribute,gong4
财,14.35677045,32.41317026,money,cai2
责,-48.42944739,25.47221905,duty,ze2
贤,-42.8413712,25.51918492,worthy or virtuous person,xian2
败,6.240541155,43.07996964,to defeat,bai4
账,22.10711756,41.87660264,account,zhang4
货,-43.3942393,24.00275152,goods,huo4
质,17.29394211,37.69681243,character,zhi4
贩,2.723094415,60.47716484,to deal in,fan4
贪,-45.30175266,23.83564713,to have a voracious desire for,tan1
贫,-44.93744172,25.40740447,poor,pin2
购,30.83690341,53.71865605,to buy,gou4
贯,-41.69769167,25.43535152,to pierce through,guan4
贱,4.500408376,60.54531855,inexpensive,jian4
贴,75.87172987,-53.23638641,to stick,tie1
贵,-60.69464377,30.48844438,expensive,gui4
贷,-43.08360877,24.00428349,to lend on interest,dai4
贸,-43.13728678,27.26067675,commerce,mao4
费,-50.06818356,24.17571817,to cost,fei4
贺,-45.89295427,26.58440312,to congratulate,he4
贼,23.01290007,42.51121319,thief,zei2
贾,-42.84709474,27.60878872,merchant,gu3
贿,30.22614542,54.40956677,bribe,hui4
资,-46.57341459,27.11371907,resources,zi1
赋,2.992767397,60.16400817,poetic essay,fu4
赌,29.91338872,54.77114884,to bet,du3
赏,-39.91448763,23.22550918,to bestow (a reward),shang3
赐,43.84712243,44.81163491,to confer,ci4
赔,4.263392398,68.09310793,to compensate for loss,pei2
赖,6.252533319,49.2192603,variant of 賴|赖[lai4],lai4
赚,25.371195,64.01121193,to cheat,zuan4
赛,-53.27966823,73.79089374,to compete,sai4
赞,-47.35640698,26.86544601,to patronize,zan4
赠,6.034666091,65.07385742,to give as a present,zeng4
赢,-45.93115473,64.63378269,to beat,ying2
赤,-5.89222232,21.95601397,red,chi4
赫,-28.96649157,-62.29948652,awe-inspiring,he4
走,7.238913359,-6.526317822,to walk,zou3
赴,19.33104843,62.59695752,to go,fu4
赵,-10.11023121,58.74395881,to surpass (old),zhao4
赶,-6.547382442,60.03772132,to overtake,gan3
起,-8.648993391,59.70114107,to rise,qi3
趁,-10.55284643,58.9913565,old variant of 趁[chen4],chen4
超,-10.66014672,60.37426153,to exceed,chao1
越,-11.59441621,58.40161461,to exceed,yue4
趋,-11.50953928,60.11118593,to hasten,qu1
趟,-12.0820193,58.03051947,"classifier for times, round trips or rows",tang4
趣,84.47360849,-38.88854147,interesting,qu4
足,29.80676467,13.03866953,foot,zu2
趴,20.28081196,34.63099699,to lie on one's stomach,pa1
跃,25.29692177,57.08026604,to jump,yue4
跌,26.09113045,58.3784417,to drop,die1
跑,34.98351832,55.0805076,to run,pao3
距,59.01381823,42.19177056,at a distance of,ju4
跟,54.44801846,63.46474511,heel,gen1
跨,27.72457017,60.69799832,to step across,kua4
跪,6.038178175,61.73358756,to kneel,gui4
路,7.054543955,67.75864231,road,lu4
跳,38.6812558,53.37262062,to jump,tiao4
践,4.846612912,60.71711237,to fulfill (a promise),jian4
踏,32.16495794,58.84668292,to tread,ta4
踢,44.10729185,45.24328794,to kick,ti1
踩,26.90936015,59.16622518,to step on,cai3
踪,27.56215396,60.2306225,footprint,zong1
蹈,34.73013208,60.79851434,to tread on,dao3
蹲,27.05963034,62.97341683,to crouch,dun1
躁,48.39510994,40.67453897,hot-tempered,zao4
身,-83.99712182,-22.97877197,body,shen1
躬,79.65321223,22.72994782,old variant of 躬[gong1],gong1
躯,11.49883701,54.71263648,human body,qu1
躲,12.4595284,49.33887586,to hide,duo3
躺,10.49495625,54.00842386,to recline,tang3
车,-37.84952184,4.451527233,war chariot (archaic),ju1
轨,1.202706852,52.3314964,course,gui3
转,0.725886244,48.72129592,to revolve,zhuan4
轮,0.083461974,51.88642723,wheel,lun2
软,-1.681426711,48.51528101,variant of 軟|软[ruan3],ruan3
轰,-70.65296176,23.96197388,explosion,hong1
轴,78.76752082,-46.42270161,see 壓軸戲|压轴戏[ya1 zhou4 xi4],zhou4
轻,43.4887777,-27.90020168,light,qing1
载,-41.27045813,33.6787587,to carry,zai4
轿,1.264071176,52.92564855,a sedan chair,jiao4
较,2.606298296,50.09231198,to compare,jiao4
辅,79.90407912,-45.9939656,to assist,fu3
辆,82.01776777,-38.05395652,classifier for vehicles,liang4
辈,-27.19681785,58.48389573,lifetime,bei4
辉,57.81318531,54.11594992,splendor,hui1
辑,-1.604675657,55.34399348,to gather up,ji2
输,82.15122681,-38.13654595,to lose,shu1
辛,-31.58826715,6.617797542,(of taste) hot or pungent,xin1
辜,-63.95280817,57.4668152,crime,gu1
辞,4.372387994,31.1488508,to resign,ci2
辟,-12.98789132,39.2339824,to open (a door),pi4
辣,-30.68645588,-64.4029096,hot (spicy),la4
辨,-39.97609531,17.91515753,to distinguish,bian4
辩,-39.16935253,18.13127751,to dispute,bian4
辫,-39.86616708,17.98875002,a braid or queue,bian4
辰,59.19513329,24.88820872,"5th earthly branch: 7-9 a.m., 3rd solar month (5th April-4th May), year of the Dragon",chen2
辱,-26.61337919,70.68189977,disgrace,ru3
边,32.85437709,-103.0745103,suffix of a noun of locality,bian5
辽,44.15076642,-23.86274726,short name for Liaoning 遼寧|辽宁[Liao2 ning2] province,Liao2
达,33.2017383,-102.22185,to attain,da2
迁,35.48686013,-97.62998477,to move,qian1
迄,26.49690382,-100.7756119,as yet,qi4
迅,30.5650356,-94.98619434,rapid,xun4
过,33.9099252,-103.9906146,(experienced action marker),guo5
迈,29.92246811,-96.43817739,to take a step,mai4
迎,30.56808914,-100.3626798,to welcome,ying2
运,27.87424057,-96.58614227,to move,yun4
近,29.29060011,-98.77690027,near,jin4
返,32.04336039,-98.29506082,to return (to),fan3
还,33.72966619,-97.51682105,to pay back,huan2
这,31.45205281,-104.4714898,this,zhe4
进,4.677062885,-51.77856401,to go forward,jin4
远,29.22770321,-96.51491566,to distance oneself from (classical),yuan4
违,-30.14043129,-59.28845476,to disobey,wei2
连,-8.554698158,-16.54518742,to link,lian2
迟,29.7225112,-98.59525419,late,chi2
迪,36.25371188,-108.0911143,to enlighten,di2
迫,36.22120317,-108.0593692,to force,po4
述,35.34194963,-103.7639967,to state,shu4
迷,29.69167741,-101.1103573,to bewilder,mi2
迹,20.92188251,-99.19361442,variant of 跡|迹[ji4],ji4
追,30.98160732,-109.2871233,to chase after,zhui1
退,34.36758176,-100.214478,to retreat,tui4
送,34.45961518,-102.9040847,to deliver,song4
适,26.02633013,-99.54635545,to fit,shi4
逃,20.91781921,-99.15241188,to escape,tao2
逆,30.15787801,-105.2434686,contrary,ni4
选,32.58894288,-106.3556636,to choose,xuan3
逊,2.070200522,-47.11868644,to abdicate,xun4
透,30.56814408,-103.6360397,to penetrate,tou4
逐,31.82786332,-97.57114487,to pursue,zhu2
递,29.78819907,-107.5377299,to hand over,di4
途,35.02831795,-102.2845491,way,tu2
逗,32.63073136,-100.1679761,to stay,dou4
通,32.83850131,-95.66346009,"classifier for an activity, taken in its entirety (tirade of abuse, stint of music playing, bout of drinking etc)",tong4
逛,27.8649312,-103.6794208,to stroll,guang4
逝,28.89005648,-102.0749727,(of time) to pass,shi4
速,25.05582637,-99.00160004,fast,su4
造,31.20389901,-108.9627019,to make,zao4
逢,25.69043641,-102.5300964,to meet by chance,feng2
逮,36.12706666,-101.3098205,(literary) to arrest,dai4
逸,24.16720952,-100.095245,to escape,yi4
逻,31.99297215,-96.68784844,patrol,luo2
逼,26.10188135,-107.7461616,to force (sb to do sth),bi1
遂,30.77850797,-104.6707899,to satisfy,sui4
遇,26.71197169,-109.139436,to meet,yu4
遍,26.24486075,-107.9855556,everywhere,bian4
道,24.52258515,-98.05446926,road,dao4
遗,23.59130211,-106.4563479,to lose,yi2
遣,33.51505255,-107.4776717,to dispatch,qian3
遥,11.28141708,-55.84101954,distant,yao2
遭,24.23627454,-103.9184321,to meet by chance (usually with misfortune),zao1
遮,21.614419,-102.0355209,to cover up (a shortcoming),zhe1
遵,21.21845915,-102.8857006,to observe,zun1
避,26.89186036,-104.3201106,to avoid,bi4
邀,25.33091747,-105.8522536,to invite,yao1
邓,52.78941182,16.23387353,surname Deng,Deng4
那,56.99970319,15.31932623,(archaic) many,nuo2
邦,53.87051385,17.37730152,country,bang1
邪,56.06684707,14.37789838,demonic,xie2
邮,17.06925266,25.54745658,post (office),you2
邵,56.41031625,15.98619102,surname Shao,Shao4
邻,20.51218985,24.06791062,variant of 鄰|邻[lin2],lin2
郁,19.78148192,24.69884107,dense (growth),yu4
郊,20.72335141,25.69213618,suburbs,jiao1
郎,54.51295074,17.43731528,(arch.) minister,lang2
郑,21.13582566,23.44153703,Zheng state during the Warring States period,Zheng4
部,20.21235987,26.41258757,ministry,bu4
郭,21.69130607,26.31201058,outer city wall,guo1
都,19.03916896,25.46407561,capital city,du1
鄙,93.45383261,13.94723706,rustic,bi3
配,23.06777609,67.90913996,to join,pei4
酒,-19.54888195,-27.13128047,wine (esp. rice wine),jiu3
酬,56.75084503,76.31114927,variant of 酬[chou2],chou2
酱,-38.89719895,58.24598066,thick paste of fermented soybean,jiang4
酷,56.03375406,75.48469882,ruthless,ku4
酸,57.46068416,74.1049153,sour,suan1
酿,57.98545994,76.12934295,to ferment,niang4
醉,57.68454533,75.57316625,intoxicated,zui4
醋,59.09024409,74.95991651,vinegar,cu4
醒,58.87024621,76.70459225,to wake up,xing3
采,-57.82612309,-10.19003338,allotment to a feudal noble,cai4
释,43.64666806,-29.48531621,to explain,shi4
里,27.93915615,18.00750109,"li, ancient measure of length, approx. 500 m",li3
重,-66.41497872,56.91894823,heavy,zhong4
野,46.82300837,32.5478981,field,ye3
量,-41.90827455,81.09583615,capacity,liang4
金,-39.15205704,-24.42602805,gold,jin1
鉴,-49.64128484,-19.85733145,variant of 鑑|鉴[jian4],jian4
针,37.18210498,-25.3354323,"variant of 針|针[zhen1], needle",zhen1
钉,37.95789904,-25.03414569,to join things together by fixing them in place at one or more points,ding4
钓,-5.467208224,-79.87312269,to fish with a hook and bait,diao4
钟,-10.13783547,-71.89575824,clock,zhong1
钢,-1.119704897,-77.00443335,steel,gang1
钦,-0.254422252,-69.29818295,to respect,qin1
钩,-5.644449544,-79.5580358,to hook,gou1
钱,-5.88954614,-71.45057593,coin,qian2
钻,-8.629578754,-75.62657613,an auger,zuan4
铁,-0.549748775,-70.28915004,iron (metal),tie3
铃,-6.766695106,-71.01794831,(small) bell,ling2
铅,4.300627265,-66.66629508,lead (chemistry),qian1
铜,-0.95840118,-77.17000812,copper (chemistry),tong2
铭,-8.851338666,-68.52448186,to engrave,ming2
银,-3.007938023,-73.4650264,silver,yin2
铸,-11.47251521,-65.80195552,to cast or found metals,zhu4
铺,-12.50922123,-73.45589637,plank bed,pu4
链,-11.27801163,-66.48759325,chain,lian4
销,-8.689757438,-77.12505608,to melt (metal),xiao1
锁,-11.97466688,-72.49280787,old variant of 鎖|锁[suo3],suo3
锅,-1.909804153,-76.19755157,pot,guo1
锋,-6.561440879,-70.07466758,point of a spear,feng1
锐,-7.083706027,-71.93680697,acute,rui4
错,-9.404170774,-77.65443666,mistake,cuo4
锡,-7.33626412,-77.34147858,tin (chemistry),xi1
锣,-4.483474659,-70.51943336,gong,luo2
锤,-5.058578758,-72.77874999,variant of 錘|锤[chui2],chui2
锦,-12.14900271,-71.35997423,brocade,jin3
键,-12.03905397,-67.76470597,key (on a piano or computer keyboard),jian4
锻,-2.587138991,-72.27288299,to forge,duan4
镇,-52.71514449,-76.11627213,to press down,zhen4
镖,-5.404237424,-68.27914931,throwing weapon,biao1
镜,-72.6149121,-24.6387842,mirror,jing4
镶,-41.49944737,65.85729134,to inlay,xiang1
长,-0.824908125,8.883917006,chief,zhang3
门,74.64650094,42.35233457,gate,men2
闪,74.30043812,42.70747675,to dodge,shan3
闭,75.06169623,44.26303594,to close,bi4
问,74.88834492,38.03817247,to ask,wen4
闯,76.06260908,39.46842216,to rush,chuang3
闲,75.0499462,46.09903583,"variant of 閑|闲, idle",xian2
间,74.98259941,37.72826134,gap,jian4
闷,73.37637695,42.70198655,bored,men4
闹,74.07074489,46.28467173,noisy,nao4
闻,73.52389825,37.47889799,to hear,wen2
阁,74.73197293,39.98233617,pavilion (usu. two-storied),ge2
阅,71.53114965,42.7685201,to inspect,yue4
阐,76.69537065,37.15030233,to express,chan3
阔,75.65328593,41.16402628,rich,kuo4
队,20.32970362,70.13268584,squadron,dui4
防,19.77656307,69.12343975,to protect,fang2
阳,76.14621343,49.90256344,positive (electric.),yang2
阴,75.84160037,46.89143389,variant of 陰|阴[yin1],yin1
阵,11.50836004,86.07943052,disposition of troops,zhen4
阶,20.07820512,70.42670637,rank or step,jie1
阻,38.15301161,94.47331074,to hinder,zu3
阿,36.32390263,95.89545002,flatter,e1
陀,18.78193504,69.55914726,(phonetic),tuo2
附,37.96820678,92.431797,to add,fu4
际,36.10795535,97.63732279,border,ji4
陆,26.38945142,71.28650574,shore,lu4
陈,11.87200759,86.2423404,to lay out,chen2
陋,68.82844309,70.95317143,low,lou4
陌,78.11647381,48.98497279,raised path,mo4
降,13.35270989,82.15418892,to surrender,xiang2
限,54.04627601,63.23124006,limit,xian4
陕,28.00707983,75.68385452,abbr. for Shaanxi 陝西|陕西 province,Shan3
陡,10.94955737,84.0912741,steep,dou3
院,19.015388,74.05043506,courtyard,yuan4
除,12.82275643,86.73361503,to get rid of,chu2
险,14.34322323,66.84706392,danger,xian3
陪,4.985160012,69.61271289,to accompany,pei2
陵,14.24632965,80.63098982,mound,ling2
陶,18.69471676,74.98794232,pottery,tao2
陷,34.4504484,61.9585315,pitfall,xian4
隆,14.96319127,83.19381461,grand,long2
随,13.26643489,81.11611344,to follow,sui2
隐,14.59633877,83.80809676,to lean upon,yin4
隔,29.0545956,90.23272348,to separate,ge2
隙,9.85716912,88.57024416,crack,xi4
障,9.690969542,88.85904204,to block,zhang4
隶,-92.1990049,17.82647146,attached to,li4
难,40.64690808,-51.22007533,disaster,nan4
雀,-83.89280719,49.64811306,small bird,que4
雁,16.26443755,42.72442858,variant of 雁[yan4],yan4
雄,20.46085144,41.3347993,male,xiong2
雅,18.18917211,42.42362884,elegant,ya3
集,-77.44974404,16.21990323,to gather,ji2
雇,-78.38472495,54.17582969,to employ,gu4
雕,-14.22825401,-21.34984402,bird of prey,diao1
雨,73.32858565,49.96773977,to rain,yu4
雪,-82.5060256,41.43350891,snow,xue3
零,-25.86062858,70.69540117,zero,ling2
雷,-82.47714658,41.34502419,thunder,lei2
雾,-37.42886914,81.72697061,fog,wu4
需,-21.91488082,40.37626731,to require,xu1
震,-40.25931172,81.35088504,to shake,zhen4
霉,-37.88499173,83.87842754,variant of 霉[mei2],mei2
霍,-36.24724754,81.22203857,suddenly,huo4
霜,-33.59283661,79.1840094,frost,shuang1
霞,-40.38583794,74.83063613,red clouds,xia2
露,-33.74396273,79.25964734,dew,lu4
霸,-37.91296115,81.9901371,hegemon,ba4
青,-80.43587727,19.17794329,nature's color,qing1
靖,-66.28697462,72.95104135,quiet,jing4
静,-62.55714864,8.772223451,still,jing4
非,-8.160316867,-20.70648905,to not be,fei1
靠,-53.30580202,76.71974479,to lean against or on,kao4
面,72.91840559,31.857487,flour,mian4
革,-69.40671844,17.37631949,animal hide,ge2
鞋,-5.801052276,56.19984074,variant of 鞋[xie2],xie2
鞭,81.03164608,-33.28823975,whip or lash,bian1
韦,-43.41228223,-24.73961248,soft leather,wei2
韩,31.53956076,-30.38881426,"Han, one of the Seven Hero States of the Warring States 戰國七雄|战国七雄",Han2
音,-63.49220342,-27.08082047,sound,yin1
韵,75.96831045,10.63795443,beautiful sound,yun4
页,49.27708033,3.524556802,page,ye4
顶,82.21467645,-18.31368757,apex,ding3
项,81.42290188,-18.74829265,back of neck,xiang4
顺,68.9741549,68.01308628,to obey,shun4
须,81.60698184,-17.48083812,beard,xu1
顽,74.998419,66.14560914,mischievous,wan2
顾,71.28409824,70.455258,to look after,gu4
顿,71.03668794,67.35965647,to stop,dun4
颁,73.85271886,66.8251078,to promulgate,ban1
颂,73.71966164,65.54231456,ode,song4
预,73.12162812,68.49329982,to advance,yu4
领,72.51657834,66.08818257,neck,ling3
颇,70.84357879,66.68938126,rather,po1
颈,72.42415835,68.80589657,neck,jing3
颊,72.22914759,67.06954748,cheeks,jia2
频,71.2636202,64.79208506,frequency,pin2
颖,71.26082647,68.34162437,head of grain,ying3
颗,71.11823169,69.30405462,"classifier for small spheres, pearls, corn grains, teeth, hearts, satellites etc",ke1
题,58.22693256,40.81462658,topic,ti2
颜,68.91040151,65.57641217,Japanese variant of 顏|颜[yan2],yan2
额,66.53611511,61.39791697,forehead,e2
颠,68.41766663,65.71537519,top (of the head),dian1
颤,66.47809743,61.30815828,to tremble,chan4
风,47.13077717,-3.959314942,wind,feng1
飘,44.74913457,36.84672828,to float,piao1
飞,45.38626179,6.096182803,to fly,fei1
食,-46.16699788,23.40031935,to feed,si4
餐,-45.19601009,48.95231548,meal,can1
饥,3.837483476,-48.4881507,variant of 飢|饥[ji1],ji1
饭,-5.639798259,-61.82384414,food,fan4
饮,-0.168829447,-69.10802231,to give (animals) water to drink,yin4
饰,-13.50077081,-71.55562592,decoration,shi4
饱,23.40987808,-57.15506312,to eat till full,bao3
饶,-9.643288019,-67.22388151,rich,rao2
饼,12.49669257,-51.09656945,round flat cake,bing3
饿,-5.865619332,-63.02578374,to be hungry,e4
馆,-32.25001,-46.25882497,building,guan3
首,-39.20771098,-39.12499475,head,shou3
香,-65.2051613,40.4758708,fragrant,xiang1
馨,-53.31591704,62.83172109,fragrant,xin1
马,35.40277388,-6.042590851,horse,ma3
驰,13.57192271,61.50476684,to run fast,chi2
驱,11.74467104,56.06631513,to expel,qu1
驳,5.928622868,55.68056513,variant of 駁|驳[bo2],bo2
驶,6.427821129,55.76745286,to gallop,shi3
驻,20.99056697,53.43701805,to halt,zhu4
驾,-2.906698985,-21.44571915,to harness,jia4
骂,49.69524717,37.0157297,variant of 罵|骂[ma4],ma4
骄,4.557888982,55.55052758,proud,jiao1
骆,6.956049666,66.89179661,camel,luo4
验,14.12571624,66.019751,to examine,yan4
骑,1.038572679,72.07947423,to ride (an animal or bike),qi2
骗,6.709648648,81.32769689,to cheat,pian4
骚,11.76857852,57.33871739,trouble,sao1
骤,7.030209383,78.91510201,sudden,zhou4
骨,44.93403407,-9.97306193,bone,gu3
高,-68.42361228,-8.540366439,high,gao1
鬼,-55.45398936,-29.94719203,ghost,gui3
魂,1.444174768,85.52981024,soul,hun2
魄,0.950210409,85.39230351,soul,po4
魏,-60.12672901,5.95678563,tower over a palace gateway (old),wei4
魔,-53.76061061,58.09899283,devil,mo2
鱼,-53.36591426,-29.26781887,fish,yu2
鲁,-38.05524211,60.93055213,crass,lu3
鲍,32.42756416,51.87416521,abalone,bao4
鲜,25.80458048,-18.55289474,old variant of 鮮|鲜[xian3],xian3
鸟,-69.18423643,-5.998924068,bird,niao3
鸡,-48.51126642,-7.571932711,fowl,ji1
鸣,-3.448165532,85.94350429,"to cry (of birds, animals and insects)",ming2
鸦,0.687038808,72.55840128,variant of 鴉|鸦[ya1],ya1
鸭,-5.669795496,83.7929089,duck,ya1
鸿,-48.53773195,-7.665262061,eastern bean goose,hong2
鹅,-49.72314178,-9.862038747,variant of 鵝|鹅[e2],e2
鹏,83.4161998,58.90052435,"Peng, large fabulous bird",Peng2
鹤,-6.629029263,82.76770145,crane,he4
鹰,-61.73422194,45.05620298,eagle,ying1
鹿,-83.71157692,7.858572269,deer,lu4
麦,-84.63585364,-17.5818407,wheat,mai4
麻,-60.52589356,2.07477798,"generic name for hemp, flax etc",ma2
麼,-59.81530412,46.32496428,,
黄,-84.84635856,-14.86962097,yellow,huang2
黎,-54.26517329,12.50629082,(literary) black,li2
黑,-23.99139126,60.56722087,black,hei1
默,-15.66096399,41.32136594,silent,mo4
鼎,39.84833076,39.73450257,ancient cooking cauldron with two looped handles and three or four legs,ding3
鼓,-6.929461543,39.20649904,drum,gu3
鼠,44.64621395,21.57780337,rat,shu3
鼻,-44.06737106,75.17925592,nose,bi2
齐,-30.6628604,-4.019395254,neat,qi2
齿,-52.99330406,-16.1421729,tooth,chi3
龄,6.46582082,47.55272712,age,ling2
龙,-8.157333703,2.827238365,dragon,long2
龟,-55.4864259,-29.06561031,tortoise,gui1
