character,x,y,meaning,pinying
拳,-61.54070396,59.7919901,fist,quan2
拼,17.14419072,-52.51604977,to piece together,pin1
拾,9.473640188,-68.14202696,to pick up,shi2
拿,-24.8226345,68.6179491,to hold,na2
持,-37.56993976,-72.66993666,to hold,chi2
挂,21.98845396,-66.77307247,to hang or suspend (from a hook etc),gua4
指,-36.43228487,-53.43823222,finger,zhi3
按,18.80921815,-68.79838815,to press,an4
挑,29.98277238,-66.91537071,to raise,tiao3
挖,-44.18931312,-62.19781927,to dig,wa1
挡,55.51122868,-69.04437807,variant of 擋|挡[dang3],dang3
挣,-38.90889354,-60.6285557,to struggle to get free,zheng4
挤,-49.23849663,-62.28859017,to crowd in,ji3
挥,39.02493889,-68.00222155,to wave,hui1
挨,18.04276903,-61.94428473,to suffer,ai2
挪,33.94093602,-73.75766554,to shift,nuo2
挫,45.0699851,-66.5229679,obstructed,cuo4
振,45.74490126,-74.06941022,to shake,zhen4
挺,35.58595112,-67.0612133,straight,ting3
挽,34.20572545,-49.53345152,variant of 挽[wan3],wan3
捂,49.73602709,-74.09176778,to enclose,wu3
捉,43.29619257,-63.16398103,to clutch,zhuo1
捏,45.67554799,-66.34654822,variant of 捏[nie1],nie1
捐,44.61868325,-57.43856061,to contribute,juan1
捕,-37.12132141,-61.51168629,to catch,bu3
捞,-37.1334664,-72.4702229,to fish up,lao1
损,43.5980756,-58.09336011,to decrease,sun3
捡,24.23063416,-63.22829086,to pick up,jian3
换,16.80829704,-63.57741218,to exchange,huan4
捣,-43.23437392,-62.47759669,pound,dao3
捧,-54.46764737,-59.94039922,to clasp,peng3
据,45.87472871,-73.23803113,according to,ju4
捷,-43.65546391,-69.46266613,victory,jie2
掀,-15.68865327,-56.94527831,to lift (a lid),xian1
授,13.48705118,-66.86465443,to teach,shou4
掉,-64.12342342,-52.91093927,to fall,diao4
掌,-24.87904698,68.71101071,palm of the hand,zhang3
掏,-42.56337587,-63.08032994,variant of 掏[tao1],tao1
排,31.02276037,-68.06774227,a row,pai2
掘,43.97588614,-73.2715228,to dig,jue2
掠,-35.58376954,-62.48094108,to take over by force,lu:e4
探,38.5402397,-68.34381436,to explore,tan4
接,13.14750568,-68.22134974,to receive,jie1
控,21.213009,-67.36260752,to control,kong4
推,39.80613345,-52.92550768,to push,tui1
掩,-42.78513245,-69.82706628,to cover up,yan3
措,-34.2624881,-51.0794075,to handle,cuo4
掷,36.99377175,-68.62138087,to toss,zhi4
揉,42.61311322,-69.89948212,to knead,rou2
描,22.80975115,-67.41594996,to depict,miao2
提,66.87641884,-30.47845206,to carry (hanging down from the hand),ti2
插,46.43882986,-71.69186706,old variant of 插[cha1],cha1
握,39.37305903,-73.67896309,to hold,wo4
揭,46.48063042,-61.87985534,to take the lid off,jie1
援,25.73028027,-70.9183409,to help,yuan2
搁,37.55277831,-70.90640678,to bear,ge2
搂,19.29371655,-62.48201951,to hug,lou3
搅,28.57606397,-62.24945171,to disturb,jiao3
搏,-55.35650192,-73.58536903,to fight,bo2
搜,14.64403513,-65.41821014,to search,sou1
搞,-45.0648923,-61.36690879,to do,gao3
搬,-18.15233575,-55.20897414,to move (i.e. relocate oneself),ban1
搭,-36.40746634,-53.35782977,to put up,da1
携,-48.88767626,-64.0484218,to carry,xie2
摄,51.78246641,-61.77575772,to take in,she4
摆,47.10098913,-71.43114696,to arrange,bai3
摇,44.31255902,-64.83830773,to shake,yao2
摊,-13.50814849,-22.39344486,to spread out,tan1
摔,-39.59876546,-60.83351973,to throw down,shuai1
摘,-56.37871727,-43.31435101,to take,zhai1
摧,23.91768493,-78.727945,to break,cui1
摩,-49.70725596,52.8695171,to rub,mo2
摸,-59.3444153,-58.68415555,variant of 摹[mo2],mo2
撑,16.96784357,-22.17590416,to support,cheng1
撒,-17.16227546,-56.35970546,to scatter,sa3
撕,31.38986796,-73.19396635,to tear,si1
撞,-57.36890794,-64.58179938,to knock against,zhuang4
撤,-16.90251363,-56.09484292,to remove,che4
播,22.92367303,-77.09768732,to sow,bo1
撰,39.2260914,-73.50928005,variant of 撰[zhuan4],zhuan4
撼,-20.42169769,-60.18685933,to shake,han4
操,42.58769727,-69.88278599,variant of 肏[cao4],cao4
擒,29.84225451,-72.37438176,to capture,qin2
擦,-47.6279522,-45.90002183,to wipe,ca1
攀,-51.00090711,10.90584414,to climb (by pulling oneself up),pan1
支,-3.543337144,16.61594469,to support,zhi1
收,5.535980597,40.92991492,to receive,shou1
改,4.978046537,39.89197026,to change,gai3
攻,16.09303652,-34.82241948,to attack,gong1
放,0.507653373,29.92831994,to put,fang4
政,3.986508835,38.27120455,political,zheng4
故,1.705595472,31.4278822,happening,gu4
效,-3.32061947,37.90892615,effect,xiao4
敌,3.377747409,33.65530148,enemy,di2
敏,-4.626641295,39.97679462,quick,min3
救,-0.610164077,35.68967243,to save,jiu4
教,-3.324397281,40.99734191,religion,jiao4
敞,-9.67925606,42.91610874,open to the view of all,chang3
敢,-2.175147901,34.99668407,to dare,gan3
散,-3.372978848,40.31019843,to scatter,san4
敦,-4.629483275,41.15964397,kindhearted,dun1
敬,-4.679895116,39.16430144,to respect,jing4
数,-0.940193121,35.31911137,frequently,shuo4
敲,-9.094097478,41.49007641,to hit,qiao1
整,-47.58711215,45.65423479,exactly,zheng3
敷,-10.08903977,43.9993774,to spread,fu1
文,-13.08705228,13.38907157,language,wen2
斋,-85.66991102,-30.53413292,"to fast or abstain from meat, wine etc",zhai1
斌,-29.33199836,-39.95011933,variant of 彬[bin1],bin1
斐,-81.65232548,-5.208995356,phonetic fei or fi,fei3
斑,5.765072648,-51.06987244,spot,ban1
斗,-4.412905367,2.469957179,variant of 鬥|斗[dou4],dou4
料,8.924978372,30.076236,material,liao4
斜,8.401027689,30.17787407,inclined,xie2
斤,16.28177108,-14.07993741,catty,jin1
斥,16.57215886,-13.98813327,to blame,chi4
斩,-0.635961857,53.10735674,to behead (as form of capital punishment),zhan3
断,2.696703332,66.29122614,to break,duan4
斯,-6.406290436,34.34684452,(phonetic),si1
新,18.6379928,34.24765221,new,xin1
方,-11.32449439,14.26436786,square,fang1
於,-0.058566298,29.90159579,(literary) Oh!,wu1
施,-14.29355342,29.88445247,to grant,shi1
旁,-58.66250309,-25.34935662,beside,pang2
旅,-13.94318627,28.77588483,trip,lu:3
旋,-14.34866941,29.39141477,to whirl,xuan4
族,-13.15829367,29.51513082,race,zu2
旗,-65.8904732,-33.2781908,banner,qi2
无,12.69182618,6.605790156,not to have,wu2
既,70.627709,40.04850247,already,ji4
日,50.87265264,-4.74243119,sun,ri4
旦,40.33222124,-4.401899573,dawn,dan4
旧,82.43074561,49.81404245,old,jiu4
旨,-63.46191744,-27.09582809,imperial decree,zhi3
早,50.87264911,-1.004744918,early,zao3
旬,-23.69795003,-72.10964189,ten days,xun2
旱,-22.58929414,59.53477575,drought,han4
时,40.89691151,68.09018239,o'clock,shi2
旷,37.12430219,72.42167032,to neglect,kuang4
旺,24.99750345,48.63821575,prosperous,wang4
昂,70.91106014,-0.477573639,to lift,ang2
昆,46.40346174,26.41761581,descendant,kun1
昌,46.70564242,18.1826967,prosperous,chang1
明,76.26027518,47.53530643,bright,ming2
昏,-65.43879974,41.64389183,old variant of 昏[hun1],hun1
易,71.43335944,-1.103706797,easy,yi4
昔,-37.35294931,-39.43010952,former times,xi1
星,14.70609939,-8.676785843,star,xing1
映,29.47770253,75.99463454,old variant of 映[ying4],ying4
春,-88.64870241,-0.894681902,spring (time),chun1
昧,28.94044096,69.92460862,to conceal,mei4
昨,39.69424979,71.74249652,yesterday,zuo2
昭,78.00807088,49.85127033,bright,zhao1
是,28.22772161,11.70279359,variant of 是[shi4],shi4
昼,-36.87772156,47.80713957,daytime,zhou4
显,40.36868881,21.00651919,prominent,xian3
晃,45.92882429,13.58162009,to sway,huang4
晋,-20.26405403,72.03474911,to move forward,jin4
晌,42.13125621,79.62428486,part of the day,shang3
晒,69.13764264,69.85363518,(of the sun) to shine on,shai4
晓,20.73766307,81.18883183,dawn,xiao3
晕,-19.21463628,68.76597967,dizzy,yun4
晚,15.19750941,74.52328808,evening,wan3
晨,-26.74747294,80.45719777,morning,chen2
普,-93.94926694,-4.095718775,general,pu3
景,-23.53817187,74.01664023,bright,jing3
晰,38.78031108,90.34739903,white,xi1
晴,-66.57865845,68.28886472,clear,qing2
晶,70.89614355,-0.14439519,crystal,jing1
智,-64.990537,36.34054977,wisdom,zhi4
暂,-66.16738826,42.49061307,to scurry,zan4
暇,51.06915847,87.78527549,leisure,xia2
暑,-27.61366527,80.51903359,heat,shu3
暖,26.29068686,87.09275165,"variant of 暖[nuan3], warm",nuan3
暗,21.04446347,91.2706068,to close (a door),an4
暴,-23.67963626,72.53282676,sudden,bao4
曰,66.58731365,30.48407412,to speak,yue1
曲,-26.35808396,-21.65397292,yeast,qu1
更,-68.44884694,23.48864783,more,geng4
曹,-48.35017586,47.30616041,class or grade,cao2
曼,-24.60809685,74.4957113,handsome,man4
曾,-83.38820061,50.71049099,"great-grand (father, child etc)",zeng1
替,-65.51782047,41.91323021,to substitute for,ti4
最,-23.35471055,72.99031427,most,zui4
月,59.98179529,5.225692958,moon,yue4
有,-54.23275016,-23.68427048,to have,you3
朋,66.21995259,38.98902038,friend,peng2
服,15.00451797,46.93087463,dose (measure word for medicine),fu4
朗,70.60645794,43.06241036,clear,lang3
望,-34.94377461,50.10564928,15th day of month (lunar calendar),wang4
朝,79.66976436,22.61215878,morning,zhao1
期,61.13762531,-17.760075,a period of time,qi1
朦,10.48414495,79.89765043,indistinct,meng2
木,-23.42307478,8.359807594,tree,mu4
未,-33.37392393,9.168640398,not yet,wei4
末,-33.38978644,9.186821845,tip,mo4
本,-23.37535524,8.438723174,root,ben3
术,-22.41349716,10.01417661,"various genera of flowers of Asteracea family (daisies and chrysanthemums), including Atractylis lancea",zhu2
朱,-29.19507652,7.62834079,cinnabar,zhu1
朴,15.59708656,23.38634711,plain and simple,pu3
朵,-59.48842933,-9.728775357,variant of 朵[duo3],duo3
机,25.76957237,-44.4031202,machine,ji1
朽,47.64560647,-33.83748538,rotten,xiu3
杀,-22.08116122,19.91577952,to kill,sha1
杂,-60.50022943,-10.14671665,mixed,za2
权,57.15869474,-49.11816426,authority,quan2
杆,43.05554885,-32.11674849,stick,gan3
杉,10.04198989,24.56559862,China fir,shan1
李,-31.85204628,4.274815553,plum,li3
杏,-20.53754182,0.915122185,apricot,xing4
材,13.07425091,30.39292622,material,cai2
村,13.11311482,30.37616506,variant of 村[cun1],cun1
杖,19.4078306,-34.40711358,a staff,zhang4
杜,37.95815714,-33.25487071,birchleaf pear (tree),du4
束,-43.4274616,-24.72574132,to bind,shu4
条,-57.93746489,14.11405995,strip,tiao2
来,-38.56255313,3.215795783,to come,lai2
杨,48.8277196,-41.35887185,poplar,yang2
杭,28.98192986,-51.19566318,surname Hang,Hang2
杯,43.06784782,-32.94780741,variant of 杯[bei1],bei1
杰,-14.4277729,14.60103947,variant of 傑|杰[jie2],jie2
松,27.11823209,-42.36290193,loose,song1
板,53.10268962,-50.9505233,to catch sight of in a doorway (old),pan4
极,52.7982563,-49.20832113,extremely,ji2
构,27.01522488,-55.22998423,to construct,gou4
枉,40.60303705,-34.37221078,to twist,wang3
析,26.03128248,-44.57567101,to separate,xi1
枕,29.99336924,-50.9502346,pillow,zhen3
林,-1.505978218,1.475047225,woods,lin2
枚,19.3206146,-34.44490498,"classifier for coins, rings, badges, pearls, sporting medals, rockets, satellites etc",mei2
果,41.72878935,13.49423392,variant of 果[guo3],guo3
枝,23.42963165,-49.74505784,branch,zhi1
枢,52.16415643,-57.56263867,hinge,shu1
枪,29.35939507,-58.7604342,variant of 槍|枪[qiang1],qiang1
枫,51.61072522,-60.41847405,maple (genus Acer),feng1
枯,28.56744878,-42.71878948,dried up,ku1
架,-59.18909,15.82144127,to support,jia4
柄,45.66805132,-57.28036171,handle or shaft (of an axe etc),bing3
柏,76.54078909,-46.79943916,variant of 柏[bai3],bai3
某,-60.66478785,20.16709665,some,mou3
染,-58.14583203,14.78527488,to dye,ran3
柔,-57.2017681,20.87426658,soft,rou2
柜,61.92883939,-63.60341165,cupboard,gui4
查,-86.52235063,-7.363303255,see 山查[shan1 zha1],zha1
柯,51.59570754,-59.48391173,tree branch,ke1
柱,38.1313507,-34.62184819,pillar,zhu4
柳,46.30202771,-55.24363084,old variant of 柳[liu3],liu3
柴,-59.1715439,14.2737689,firewood,chai2
标,42.96994036,-34.99330308,mark,biao1
栋,7.755387781,-77.20980719,classifier for houses or buildings,dong4
栏,20.81938572,-40.51122473,fence,lan2
树,-62.02287804,-54.87040245,tree,shu4
栗,55.29200867,34.47930935,chestnut,li4
校,11.32275085,-77.27909417,school,xiao4
株,25.78046956,-24.54388513,tree trunk,zhu1
样,32.994509,-24.2783758,manner,yang4
核,11.22903523,-77.19791595,variant of 核[he2],he2
根,57.06377328,-54.06960551,root,gen1
格,26.93236142,-40.52219561,square,ge2
桂,38.21248891,-32.78593658,cassia,gui4
桃,29.81347121,-66.75022962,peach,tao2
框,53.36444502,-57.63669097,frame (e.g. door frame),kuang4
案,-59.95854933,20.5766725,(legal) case,an4
桌,-61.95578436,56.45010326,old variant of 桌[zhuo1],zhuo1
桐,46.04696105,-56.76686913,"tree name (variously Paulownia, Firmiana or Aleurites)",tong2
桑,-25.03270902,58.7989547,old variant of 桑[sang1],sang1
档,55.5181327,-69.0476398,official records,dang4
桥,24.18994664,-41.5815408,bridge,qiao2
桩,30.78919096,-51.4703631,stump,zhuang1
桶,44.21280103,-38.5838418,bucket,tong3
梁,-58.09909812,20.4725985,variant of 梁[liang2],liang2
梅,-32.43938753,-69.50377132,old variant of 梅[mei2],mei2
梦,-35.73342973,-9.747003004,dream,meng4
梨,-56.27987782,21.01375412,pear,li2
梯,41.65654602,-45.17599562,ladder,ti1
械,31.9642222,-69.59721037,appliance,xie4
梳,10.6447833,-76.28789281,a comb,shu1
检,24.23079355,-63.21173848,to check,jian3
棉,-59.28538189,-55.14131503,generic term for cotton or kapok,mian2
棋,12.10289063,-78.34629617,variant of 棋[qi2],qi2
棍,51.40497002,-56.92888289,stick,gun4
棒,-54.45644233,-59.85894114,stick,bang4
棚,34.16115946,-73.70219053,shed,peng2
森,-65.95832175,-8.224436626,forest,sen1
棵,42.29898154,-46.05910177,"classifier for trees, cabbages, plants etc",ke1
椅,-62.28366012,-54.40308773,chair,yi3
植,15.66353526,-79.57401329,to plant,zhi2
楚,-57.37955117,-4.178295395,distinct,chu3
楼,19.47984479,-62.47681489,house with more than 1 story,lou2
概,36.85259699,-77.48663894,old variant of 概[gai4],gai4
榜,-36.14982034,-68.33541345,variant of 榜[bang3],bang3
模,-59.38686852,-58.17120129,mold,mu2
横,15.51125081,-79.55372573,harsh and unreasonable,heng4
橡,-46.98561851,-53.82177524,oak,xiang4
欠,-12.95326844,8.935511751,deficient,qian4
次,-8.20408051,18.33101147,next in sequence,ci4
欢,-9.108342492,30.16084525,a breed of horse,huan1
欣,-10.35799643,31.38852025,happy,xin1
欧,22.24729232,69.53189355,(used for transliteration),ou1
欲,-4.9408475,31.67211994,to wish for,yu4
欺,-5.499619112,34.41152341,to take unfair advantage of,qi1
款,-5.99393269,42.12507769,section,kuan3
歇,-14.15016564,47.10341817,to rest,xie1
歉,-8.954014102,36.57547719,to apologize,qian4
歌,-14.18425246,47.18363805,variant of 歌[ge1],ge1
止,11.01135379,-14.07725081,to stop,zhi3
正,22.60083314,-2.45807894,straight,zheng4
此,9.061739845,9.290891356,this,ci3
步,-18.76650246,11.79965244,a step,bu4
武,-40.8028904,33.6886873,martial,wu3
歧,2.28885838,42.48813916,divergent,qi2
歪,31.0737903,17.27933613,to sprain (one's ankle) (Tw),wai3
歹,51.02353481,6.052912838,bad,dai3
死,34.22875473,2.380870178,to die,si3
殊,30.26060456,41.86353665,different,shu1
残,2.231322314,14.61654096,to destroy,can2
殖,-45.58202837,37.03154648,to grow,zhi2
段,13.77988051,41.40441201,paragraph,duan4
殷,12.6138547,40.36248772,roll of thunder,yin3
殿,12.41720717,39.27816334,palace hall,dian4
毁,11.22841563,37.397247,variant of 毀|毁[hui3],hui3
毅,-2.042871161,41.53163079,firm and resolute,yi4
母,50.00818236,-8.378641648,mother,mu3
每,-71.23041149,-14.89645033,each,mei3
毒,-71.30326655,52.07251051,poison,du2
比,13.60701429,-14.63813345,to associate with,bi4
毕,-31.19112113,14.69092199,the whole of,bi4
毙,-82.12324267,-32.60728136,to collapse,bi4
毛,3.423582524,-6.808875467,hair,mao2
毫,-44.88338577,64.05556741,hair,hao2
毯,28.61326413,-35.72797636,blanket,tan3
氏,14.90030908,-14.37954221,see 月氏[Yue4 zhi1] and 閼氏|阏氏[yan1 zhi1],zhi1
民,23.01668641,13.94592754,the people,min2
氓,51.24597568,60.26345871,common people,meng2
气,-56.06741247,-32.61496441,gas,qi4
氛,-62.49956759,55.73203999,miasma,fen1
水,-23.34243679,11.61655465,water,shui3
永,-23.73445437,11.24339544,forever,yong3
汁,-1.214402587,-26.94451586,juice,zhi1
求,-24.09855132,7.86543776,to seek,qiu2
汇,43.26936022,-22.16371683,variant of 匯|汇[hui4],hui4
汉,-11.8764863,-35.80973263,man,han4
汗,-4.47505922,-28.42386243,perspiration,han4
汝,-12.59347349,-37.38961782,thou,ru3
江,44.6048688,-23.10140538,river,jiang1
池,5.95823748,-24.63344416,pond,chi2
污,58.80166266,3.5384326,dirty,wu1
汤,51.41499966,-39.40823546,soup,tang1
汪,44.90693955,-23.0278194,expanse of water,wang1
汹,-22.97672328,-25.63573209,torrential rush,xiong1
汽,-56.23010736,-33.45889562,steam,qi4
沃,-5.243170692,-28.64212732,fertile,wo4
沈,-9.187929158,-31.69808275,liquid,shen3
沉,37.43516552,-18.39008853,to submerge,chen2
沐,-8.301650664,-25.72925638,to bathe,mu4
沙,-10.00984537,-29.40238529,granule,sha1
沟,30.22005051,-11.8726756,ditch,gou1
没,-8.282016593,-37.10986024,drowned,mo4
沦,-19.72720799,-33.28066722,"to sink (into ruin, oblivion)",lun2
沪,-21.43983855,-31.2236566,short name for Shanghai,Hu4
沫,-8.243774246,-28.09139098,foam,mo4
河,57.02716607,-9.976077543,river,he2
沸,-25.67616356,-65.02067253,to boil,fei4
油,-26.38816985,-23.07507904,oil,you2
治,-22.69508556,-37.35427875,to rule,zhi4
沾,-27.26033692,-23.33899212,variant of 沾[zhan1],zhan1
沿,-32.04090101,-27.07220034,along,yan2
泄,-18.700601,-32.95948078,variant of 泄[xie4],xie4
泉,-84.63114413,-20.58125534,spring (small stream),quan2
泊,-27.21146157,-23.29550026,lake,po1
法,-6.91899327,-31.96315739,old variant of 法[fa3],fa3
泛,19.76082688,-9.001662128,to float,fan4
泡,-27.30911045,-31.29353915,bubble,pao4
波,-66.56365615,-35.79415533,wave,bo1
泣,9.411908645,-42.01450486,to sob,qi4
泥,58.00274237,-4.570629261,restrained,ni4
注,3.508140918,-38.86506195,to register,zhu4
泪,-19.1759962,-25.5683536,tears,lei4
泰,-73.61264406,15.69337226,safe,tai4
泳,-10.56845499,-24.98678545,swimming,yong3
泻,53.47427041,-17.23861353,to flow out swiftly,xie4
泼,-12.6430971,-37.55092896,to splash,po1
泽,54.84093971,-19.42094738,pool,ze2
洁,-22.44435487,-39.178896,clean,jie2
洋,-7.800169457,-25.19468782,ocean,yang2
洒,-19.33178864,-26.27906534,to sprinkle,sa3
洗,-6.735646459,-32.54161952,to wash,xi3
洛,-17.96145065,-36.66656659,surname Luo,Luo4
洞,79.93197499,-3.898029307,cave,dong4
津,-90.20530316,-30.1101764,saliva,jin1
洪,-0.169317775,-58.08003124,flood,hong2
洲,3.949766474,-22.47040688,continent,zhou1
活,-23.06155558,-35.84044755,to live,huo2
派,-21.40629623,-31.20022969,clique,pai4
流,-66.03299467,-37.83165123,to flow,liu2
浅,-11.55730231,-33.28936108,shallow,qian3
浆,-56.03286599,13.22226598,starch paste,jiang4
浇,-21.31282527,-83.18156481,to pour liquid,jiao1
测,62.31369569,51.01822322,to survey,ce4
济,-69.04494676,-36.9471788,to cross a river,ji4
浑,53.17546067,-16.89605119,muddy,hun2
浓,-9.957838341,-31.02549895,concentrated,nong2
浙,-20.81613877,-35.26606602,variant of 浙[Zhe4],Zhe4
浦,-30.46699906,-33.48615502,river bank,pu3
浩,-20.85754241,-38.5768576,grand,hao4
浪,-63.50291714,-36.88238685,wave,lang4
浮,-3.662649783,-22.48077192,to float,fu2
浴,-21.61080033,-36.40679636,bath,yu4
海,-56.40510496,-39.08095812,ocean,hai3
浸,-19.58805832,-14.56254115,to immerse,jin4
涂,-10.43515173,-26.49694978,variant of 途[tu2],tu2
消,-30.82884691,-34.4335855,to disappear,xiao1
涉,-11.49095102,-29.95462005,to wade,she4
涌,67.62757561,-21.61368872,to bubble up,yong3
涛,-86.17404123,-22.47224179,big wave,tao1
润,-24.37665732,-27.06101645,to moisten,run4
涨,-12.44362991,-24.7070603,to swell,zhang4
涯,42.32394662,-16.81546767,border,ya2
液,-64.98413854,-36.87962145,liquid,ye4
涵,79.70624477,-4.153838772,to contain,han2
淀,-27.42056382,-31.78742058,sediment,dian4
淋,-7.855039154,-5.664850449,to filter,lin4
淌,-32.47987008,-33.40839318,to drip,tang3
淑,-13.87935485,-28.29984927,warm and virtuous,shu1
淘,-32.86551297,-33.34948322,to wash,tao2
淡,-12.01657785,-33.41525667,insipid,dan4
淫,-4.236234328,-22.60508929,erroneous variant of 淫[yin2],yin2
淮,4.844273374,-87.40550966,name of a river,Huai2
深,52.57326103,-16.15186685,deep,shen1
淳,-68.28571071,-39.12192649,old variant of 淳[chun2],chun2
混,73.02457109,-10.62448223,to mix,hun4
淹,-24.66422538,-41.46176414,to flood,yan1
添,59.01622132,-7.325288554,to add,tian1
清,-71.00560859,61.55025726,clear,qing1
渊,-23.29091359,-25.73228456,deep pool,yuan1
渐,-14.8769643,-30.37719156,gradual,jian4
渔,-61.44976781,-37.55000309,fisherman,yu2
渠,-56.09837643,22.71353242,big,qu2
渡,-64.69236543,-35.8477601,to cross,du4
温,72.26778878,-10.11394864,warm,wen1
港,-27.85147359,-32.96216091,harbor,gang3
渴,47.62113,-14.28679025,thirsty,ke3
游,-14.95574357,26.6582403,to walk,you2
渺,-13.4616374,-25.40382838,(of an expanse of water) vast,miao3
湖,81.79378625,-0.709760324,lake,hu2
湘,3.716949653,-22.47465255,abbr. for Hunan 湖南 province in south central China,Xiang1
湾,-71.99789626,48.48228409,bay,wan1
湿,72.5216787,-9.879602906,moist,shi1
溃,-71.95164536,61.9919906,to be dispersed,kui4
源,52.24006168,-15.1098411,root,yuan2
溜,-17.91869303,-29.46174572,to slip away,liu1
溢,69.96373685,-9.92033881,to overflow,yi4
溪,-13.09732519,-34.76186361,variant of 溪[xi1],xi1
溶,-17.61264531,-36.78763768,to dissolve,rong2
滋,-31.71739436,-24.90130579,to grow,zi1
滑,46.9727072,-13.06582833,to slip,hua2
滔,-19.95379962,-28.04619475,overflow,tao1
滚,-15.51873604,-34.42015273,to boil,gun3
滞,-23.73957683,-41.21917968,sluggish,zhi4
满,-62.07729545,-33.13807655,to fill,man3
滥,70.55507712,-9.996027763,overflowing,lan4
滨,-70.32870134,-35.55068625,shore,bin1
滩,-13.01915013,-23.19043794,beach,tan1
滴,-62.05357152,-33.1554327,a drop,di1
漂,49.50365471,-14.8712245,elegant,piao4
漆,-67.60207606,-37.77572552,paint,qi1
漏,47.50969017,-14.63695851,to leak,lou4
演,-70.12995581,-32.87042377,to develop,yan3
漠,-70.32480641,-33.47881765,desert,mo4
漫,-20.39699657,-17.7688111,free,man4
潇,-24.66173458,-28.24421409,(of water) deep and clear,xiao1
潘,-24.77329483,-36.36841585,surname Pan,Pan1
潜,-25.3249422,-37.02218525,hidden,qian2
潭,-31.81887387,68.21317815,deep pool,tan2
潮,81.85721029,-0.672465737,tide,chao2
澄,-8.307189154,-36.64959139,(of liquid) to settle,deng4
澳,-13.5664435,-32.90762085,deep bay,ao4
激,-18.23917529,-52.5301115,to arouse,ji1
瀑,-24.09206009,80.95100865,waterfall,pu4
灌,-71.21644755,60.46200678,to irrigate,guan4
火,-7.732550562,9.61025827,fire,huo3
灭,48.12013101,5.047052052,to extinguish or put out,mie4
灯,30.92340387,-20.62200438,lamp,deng1
灰,-25.24382815,-6.342411688,ash,hui1
灵,44.72228378,14.02230752,quick,ling2
灶,36.66006868,-32.47224003,variant of 灶[zao4],zao4
灾,-29.06022811,-2.054545016,old variant of 災|灾[zai1],zai1
灿,88.65140121,-0.898658641,glorious,can4
炉,19.23675972,-38.67100482,variant of 爐|炉[lu2],lu2
炎,-13.88910504,5.140912869,flame,yan2
炒,21.74884891,-28.40995172,to sauté,chao3
炭,-3.665429254,20.67855012,wood charcoal,tan4
炮,23.04226713,-55.97114571,variant of 炮[pao4],pao4
炸,22.33250173,-25.72385391,to explode,zha4
点,-32.82603238,-19.19801075,point,dian3
炼,-34.95487093,-64.3545769,"variant of 鏈|链[lian4], chain",lian4
烁,29.11228246,-22.09169089,bright,shuo4
烂,20.12040306,-39.72016942,soft,lan4
烈,42.09509347,36.97867247,ardent,lie4
烛,21.03829006,-28.45440344,candle,zhu2
烟,88.29976788,-4.42886876,cigarette or pipe tobacco,yan1
烤,-35.56940726,-66.17851569,to roast,kao3
烦,81.75560231,-18.84515813,to feel vexed,fan2
烧,-21.29319138,-83.55364551,to burn,shao1
烫,47.32282934,7.845969701,to scald,tang4
热,-2.235833447,26.22207817,to warm up,re4
焉,-56.62074181,24.61380179,where,yan1
焚,-36.7136172,-8.498520959,to burn,fen2
焦,0.458922433,-13.46061875,burnt,jiao1
焰,-33.39676189,-42.62807091,variant of 焰[yan4],yan4
然,-25.43970045,35.25258914,correct,ran2
煌,-66.40855357,-59.36751066,brilliant,huang2
煎,-27.70784,40.49680221,to pan fry,jian1
煞,-25.34391932,35.25527853,fiend,sha4
煤,-46.17309808,14.46246253,coal,mei2
照,38.27582322,65.3766868,according to,zhao4
煮,-79.83030474,16.78691602,to cook,zhu3
熄,-65.98002077,-59.15083304,to extinguish,xi1
熊,-24.06951536,44.52017569,bear,xiong2
熔,-33.82235738,-42.82419181,to smelt,rong2
熙,48.96871447,39.86887886,prosperous,xi1
熟,-3.247522141,30.36575877,cooked (of food),shu2
熬,-26.81248523,36.17301937,to cook on a slow fire,ao2
燃,-31.12806526,-40.66690301,to burn,ran2
燕,-76.7115953,-16.12921031,variant of 燕[yan4],yan4
燥,0.488181986,-13.48185704,dry,zao4
爆,-24.12896714,80.93779443,to explode or burst,bao4
爪,-2.330004542,-7.079193674,claw,zhua3
爬,60.08079077,52.78331146,to crawl,pa2
爱,-47.04696191,30.94719912,to love,ai4
爵,44.36358452,22.8719754,ancient bronze wine holder with 3 legs and loop handle,jue2
父,-12.26610649,4.910758517,father,fu4
爷,-17.93186263,22.98028277,grandpa,ye2
爸,15.99535176,-2.510558796,father,ba4
爹,-23.09641432,45.41273327,dad,die1
爽,-76.38165415,-7.95386627,bright,shuang3
片,-11.44440581,-3.029264474,thin piece,pian4
版,13.18036101,46.53834702,a register,ban3
牌,-0.136553418,79.19486454,mahjong tile,pai2
牙,41.30775707,0.433958745,tooth,ya2
牛,-20.83713492,8.714137395,ox,niu2
牢,-34.30986984,5.456675673,firm,lao2
牧,4.558566465,37.66071184,to herd,mu4
物,29.52579417,-8.552986538,thing,wu4
牲,36.39144117,-35.4271683,domestic animal,sheng1
牵,-72.92920748,14.42820565,to lead along,qian1
特,1.038131133,47.58296085,special,te4
牺,79.00414978,-36.43219727,sacrifice,xi1
犯,55.16497736,-5.101997581,to violate,fan4
状,8.58324901,20.58226962,accusation,zhuang4
犹,-8.244505775,-56.45540816,as if,you2
